TV_id,title,cast,country,release_year,listed_in,description,URL
1717,Intersection,"İbrahim Çelikkol, Belçim Bilgin, Alican Yücesoy, Teoman Kumbaracıbaşı, Serdar Yeğin, Tülay Günal, Gözde Cığacı, Ferit Aktuğ, Rojda Demirer, Aybars Kartal Özson",Turkey,2016,"International TV Shows, Romantic TV Shows, TV Dramas","Two wealthy businessmen with car obsessions cross paths with an idealist pediatrician. Love enters the equation, and their lives change for good.",https://artworks.thetvdb.com/banners/posters/306583-1.jpg
1718,The Andy Griffith Show,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers",United States,1967,"Classic & Cult TV, TV Comedies","Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters.",https://artworks.thetvdb.com/banners/posters/77754-1.jpg
1719,The Twilight Zone (Original Series),Rod Serling,United States,1963,"Classic & Cult TV, TV Sci-Fi & Fantasy","Hosted by creator Rod Serling, this groundbreaking anthology series presents tales of the supernatural that are often tinged with social commentary.",https://artworks.thetvdb.com/banners/posters/73587-13.jpg
1720,Twin Peaks,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie",United States,1990,"Classic & Cult TV, Crime TV Shows, TV Dramas","""Who killed Laura Palmer?"" is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy.",https://artworks.thetvdb.com/banners/posters/70533-21.jpg
1721,Unriddle,"Rui En, Chen Liping, Tay Ping Hui, Andie Chen, Xiang Yun, Joshua Ang, Zhou Ying",Singapore,2012,"Crime TV Shows, International TV Shows, TV Dramas","When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",na
1722,Between,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,2016,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",https://artworks.thetvdb.com/banners/posters/293194-4.jpg
1723,Marco Polo,"Lorenzo Richelmy, Benedict Wong, Chin Han, Joan Chen, Michelle Yeoh, Rick Yune, Claudia Kim, Remy Hii, Zhu Zhu, Tom Wu, Mahesh Jadu, Olivia Cheng, Uli Latukefu, Pierfrancesco Favino, Jacqueline Chan, Leonard Wu, Gabriel Byrne",United States,2016,"TV Action & Adventure, TV Dramas","Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court.",https://artworks.thetvdb.com/banners/posters/266091-12.jpg
1724,The Tudors,"Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward","Ireland, Canada, United States, United Kingdom",2010,TV Dramas,All the splendor and scandal of England's 16th-century royal court comes to life in this series that follows notorious Tudor monarch Henry VIII.,https://artworks.thetvdb.com/banners/posters/79925-3.jpg
1725,Episodes,"Matt LeBlanc, Tamsin Greig, Stephen Mangan, Kathleen Rose Perkins, John Pankow, Mircea Monroe","United States, United Kingdom",2017,"Classic & Cult TV, TV Comedies","Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character.",https://artworks.thetvdb.com/banners/posters/123581-3.jpg
1726,Tales by Light,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,2018,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",https://artworks.thetvdb.com/banners/posters/319599-3.jpg
1727,Call My Agent!,"Camille Cottin, Thibault De Montalembert, Grégory Montel, Liliane Rovère, Fanny Sidney, Laure Calamy, Nicolas Maury, Stéfi Celma, Assaad Bouab, Isabelle Adjani, Juliette Binoche, Virginie Efira, Christopher Lambert",France,2018,"International TV Shows, TV Comedies, TV Dramas","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis.",https://artworks.thetvdb.com/banners/posters/300247-3.jpg
1728,Anne with an E,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",Canada,2018,"International TV Shows, TV Dramas","A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""",https://artworks.thetvdb.com/banners/posters/322971-3.jpg
1729,The Ministry of Time,"Rodolfo Sancho, Aura Garrido, Nacho Fresneda, Cayetana Guillén Cuervo, Juan Gea, Jaime Blanch, Natalia Millan, Julián Villagrán, Hugo Silva, Francesca Piñón, Mar Saura, Ramón Langa, Andrés Gertrúdix, Macarena García",Spain,2017,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history.,https://artworks.thetvdb.com/banners/posters/292262-1.jpg
1730,Z Nation,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao",United States,2018,"TV Action & Adventure, TV Comedies, TV Horror","A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine.",https://artworks.thetvdb.com/banners/posters/280494-3.jpg
1731,The Adventures of Puss in Boots,"Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman",United States,2018,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series.",https://artworks.thetvdb.com/banners/posters/290174-2.jpg
1732,Club of Crows,"Luis Gerardo Méndez, Mariana Treviño, Stephanie Cayo, Daniel Giménez Cacho, Alosian Vivancos, Antonio de la Vega, Ianis Guerrero, Juan Pablo de Santiago, Joaquín Ferreira, Said Sandoval, Andrés Pardave, Sofía Niño de Rivera, Eileen Yañez, Gutemberg Brito, Claudia Vega, Verónica Terán, Jesús Zavala, Gustavo Ganem, Ricardo Polanco, Emilio Guerrero, Luis Rábago, Guillermo Dorantes, Richie Mestre, Sofía Sisniega, Aldo Escalante, Juan Luis Orendain, Marcela Álvarez",Mexico,2019,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”,na
1733,Medici: Masters of Florence,"Richard Madden, Dustin Hoffman, Stuart Martin, Annabel Scholey","Italy, United Kingdom, France",2018,"International TV Shows, TV Dramas","After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence.",https://artworks.thetvdb.com/banners/posters/313024-1.jpg
1734,The Shannara Chronicles,"Austin Butler, Poppy Drayton, Ivana Baquero, Manu Bennett, Aaron Jakubenko, Emilia Burns, John Rhys-Davies, Marcus Vanco, Brooke Williams, Daniel MacPherson, Jed Brophy","United States, New Zealand",2018,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.",https://artworks.thetvdb.com/banners/posters/289096-3.jpg
1735,Marvel's The Punisher,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Jason R. Moore, Daniel Webber, Jaime Ray Newman, Michael Nathanson, Deborah Ann Woll, Paul Schulze",United States,2019,"Crime TV Shows, TV Action & Adventure, TV Thrillers",A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,https://artworks.thetvdb.com/banners/posters/331980-3.jpg
1736,The World's Most Extraordinary Homes,"Piers Taylor, Caroline Quentin",United Kingdom,2019,"British TV Shows, Docuseries, International TV Shows",Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.,https://artworks.thetvdb.com/banners/posters/322271-1.jpg
1737,Hip-Hop Evolution,Shad Kabango,Canada,2019,"Docuseries, International TV Shows","Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.",https://artworks.thetvdb.com/banners/posters/315959-2.jpg
1738,Friday Night Tykes,,United States,2017,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win.",https://artworks.thetvdb.com/banners/posters/277713-1.jpg
1739,Yunus Emre,"Gökhan Atalay, Payidar Tüfekçioglu, Baran Akbulut, Mehmet Çepiç, Seda Tosun, Mehmet Ali Tuncer, Asuman Çakır, Müge Uyar, Rüzgar Aksoy, Ergun Taş, Sedat Erdiş, Ahmet Talay, Umut Tanyolu, Murat Ercanlı, Birand Tunca, Atilla Kiliç, Saygin Asan, Emrah Girgin",Turkey,2016,"International TV Shows, TV Dramas","During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",https://artworks.thetvdb.com/banners/posters/297096-1.jpg
1740,Booba,Roman Karev,Russia,2019,"Kids' TV, TV Comedies","The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",https://artworks.thetvdb.com/banners/posters/5c0f8b05defd1.jpg
1741,Soul Eater,"Chiaki Omigawa, Laura Bailey, Emiri Kato, Kouki Uchiyama, Micah Solusod, Yumiko Kobayashi, Brittney Karbowski, Mamoru Miyano, Todd Haberkorn, Kaori Nazuka, Monica Rial, Akeno Watanabe, Jamie Marchi, Narumi Takahira, Cherami Leigh, Houko Kuwashima",Japan,2009,"Anime Series, International TV Shows","Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die.",https://artworks.thetvdb.com/banners/posters/81751-1.jpg
1742,Rita,"Mille Dinesen, Carsten Bjørnlund, Lise Baastrup, Nikolaj Groth, Ellen Hillingsø, Morten Vang Simonsen, Lykke Sand Michelsen, Carsten Norgaard, Sara Hjort Ditlevsen, Alexandre Willaume",Denmark,2017,"International TV Shows, TV Comedies, TV Dramas","Independent, outspoken and adored by her students, schoolteacher Rita fares less well with adults in this comedy-drama from Denmark.",https://artworks.thetvdb.com/banners/posters/256006-2.jpg
1743,Grace and Frankie,"Jane Fonda, Lily Tomlin, Martin Sheen, Sam Waterston, June Diane Raphael, Brooklyn Decker, Ethan Embry, Baron Vaughn",United States,2019,"TV Comedies, TV Dramas","They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",https://artworks.thetvdb.com/banners/posters/282562-3.jpg
1744,The Cat in the Hat Knows a Lot About That!,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt","Canada, United Kingdom, United States",2014,Kids' TV,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!",https://artworks.thetvdb.com/banners/posters/188231-1.jpg
1745,Parks and Recreation,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider",United States,2015,TV Comedies,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",https://artworks.thetvdb.com/banners/posters/84912-1.jpg
1746,Taken,"Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert","France, United States",2018,"Crime TV Shows, TV Action & Adventure, TV Thrillers","After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative.",https://artworks.thetvdb.com/banners/posters/311892-1.jpg
1747,Disjointed,"Kathy Bates, Aaron Moten, Tone Bell, Dougie Baldwin, Elizabeth Ho, Elizabeth Alderfer, Chris Redd, Betsy Sodaro, Nicole Sullivan, Michael Trucco",United States,2018,TV Comedies,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,https://artworks.thetvdb.com/banners/posters/327359-3.jpg
1748,Friends from College,"Keegan-Michael Key, Cobie Smulders, Billy Eichner, Fred Savage, Nat Faxon, Annie Parisse, Jae Suh Park",United States,2019,"Romantic TV Shows, TV Comedies","Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",https://artworks.thetvdb.com/banners/posters/328972-2.jpg
1749,Hardy Bucks,"Martin Maloney, Owen Colgan, Chris Tordoff, Peter Cassidy, Tom Kilgallon, Michael Salmon, Wayne Lynch, Tommy Miller",Ireland,2018,TV Comedies,"A circle of young men entertain vague ambitions involving quick cash, women and showbiz in this mockumentary on small-town Irish life in County Mayo.",https://artworks.thetvdb.com/banners/posters/265067-1.jpg
1750,Horrid Henry,"Lizzie Waterworth, Joanna Ruiz, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Stephanie Anne Mills, David Holt",United Kingdom,2019,"British TV Shows, Kids' TV, TV Comedies","To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool.",https://artworks.thetvdb.com/banners/posters/81669-1.jpg
1751,Sin Senos sí Hay Paraíso,"Majida Issa, Fabián Ríos, Catherine Siachoque, Carolina Gaitán, Juan Pablo Urrego, Francisco Bolívar, Johanna Fadul, Jennifer Arenas, Luigi Aycardi, Juan Pablo Llano, César Mora, Julián Beltrán, Stefanía Gómez, Diana Acevedo, Joselyn Gallardo, Jairo Ordoñez, Oscar Salazar, Gregorio Pernía, Carolina Sepúlveda","United States, Colombia",2018,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",na
1752,Harvey Street Kids,"Lauren Lapkus, Stephanie Lemelin, Kelly McCreary, Atticus Shaffer, Danny Pudi, Grey Griffin, Utkarsh Ambudkar, Roger Craig Smith",United States,2019,"Kids' TV, TV Comedies","Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",https://artworks.thetvdb.com/banners/posters/5c535b72577a3.jpg
